LONGITUDE,LATITUDE,OBJECTID_left,SOURCE,EXT_ID,CAT1,CAT2,CAT3,ORG_NAME,NAME,ADDRLN1,ADDRLN2,CITY,STATE,HOURS,PHONES,EMAIL,URL,INFO1,INFO2,POST_ID,DESCRIPTION,ZIP,LINK,USE_TYPE,DATE_UPDATED,DIS_STATUS,POINT_X,POINT_Y,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID_right,Shape_STAr,Shape_STLe,X_Center,Y_Center
-118.0348021,33.97855897,97680872,211,,Social Services,Homeless Shelters and Services,,,St. Matthias Episcopal Church,7056 S. Washington Ave.,,Whittier,CA,"Monday, Friday, 12:00 noon to 4:00pm; Tuesday, Wednesday, Thursday, 9:00am to 4:00pm. ",Service/Intake and Administration (562) 698-9741,,,,,58885,"The church provides emergency food, holiday assistance and homeless support services to anyone in Whittier and surrounding areas.",90602,http://egis3.lacounty.gov/lms/?p=58885,publish,2013-06-01T11:50:56.000Z,,6551119.097,1814579.36,POINT (-118.0348020571648 33.97855896696569),1954,501504,6037501504,5015.04,1956,8025089.354,12471.33769,6550451,1814833
-118.141948,34.15745399,97628513,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Door Of Hope,669 N. Los Robles Ave.,,Pasadena,CA,"Monday through Sunday, 24 hours per day.",,,www.doorofhope.us,,,4100,The Agency Provides Christian-Oriented Transitional Housing For Two-Parent Families With Up To Four Children 10 Years And Younger.  Families Must Be Highly-Motivated To Improve Their Situation And To Become Self-Sufficient.  There Are No Geographic Restr,91101,http://egis3.lacounty.gov/lms/?p=4100,publish,2010-11-01T19:50:56.000Z,,6518726.668,1879711.209,POINT (-118.1419479564977 34.15745398642226),1748,461901,6037461901,4619.01,1750,9445688.896,13422.05684,6516630,1878625
-118.1865447,34.02106888,97628515,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Scadp - Casa Libre Residential Services,1055 S. Eastman Ave.,,Los Angeles,CA,,,,www.scadp.org,,,4102,"The Agency Provides Domestic Violence Services Targeted To Tanf Recipients, Hiv/Aids. Services, Residential Treatment For Substance Abuse,Substance Abuse Services And Youth Services For People Of All Ages In Los Angeles County.",90023,http://egis3.lacounty.gov/lms/?p=4102,publish,2010-11-01T19:50:56.000Z,,6505142.682,1830100.213,POINT (-118.1865446560914 34.02106887669938),1955,531301,6037531301,5313.01,1957,8530227.502,15266.77269,6506446,1830345
-118.2880818,33.73937841,97628516,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Wecan House,505 S. Pacific Ave.,,San Pedro,CA,,,,www.jointefforts.org,,,4103,"The Agency Provides Drug Abuse Services, Family Life Education, A Transitional Shelter, And Welfare-To-Work Support Services To People In The South Bay, Harbor Gateway And Long Beach Areas.  Age And Geographic Restrictions Apply For Some Services.",90731,http://egis3.lacounty.gov/lms/?p=4103,publish,2010-11-01T19:50:56.000Z,,6474080.689,1727659.225,POINT (-118.2880817554128 33.7393784077165),75,296600,6037296600,2966,76,9063985.269,12269.87156,6472776,1727812
-118.2880825,33.73937768,97679144,211,,Social Services,Homeless Shelters and Services,,www.jointefforts.org,Joint Efforts Inc,505 S Pacific Ave,,San Pedro,CA,,"FAX (310) 831-2356,  TDD (310) 831-6948,  Service/Intake and Administration (310) 831-2358",,www.jointefforts.org,,,57357,"The agency provides substance abuse services to people in the South Bay, Harbor Gateway and Long Beach areas.",90731,http://egis3.lacounty.gov/lms/?p=57357,publish,2013-06-01T11:50:56.000Z,,6474080.475,1727658.96,POINT (-118.2880824553806 33.73937767762515),75,296600,6037296600,2966,76,9063985.269,12269.87156,6472776,1727812
-118.2915812,33.73615825,97687995,211,,Social Services,Homeless Shelters and Services,,,Year Round Shelter - Harbor Interfaith Services,670 W 9Th St,,San Pedro,CA,"Monday through Friday, 10:00am to 4:00pm. ",Service/Intake (310) 831-0589,,www.lahsa.org,,,71674,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90731,http://egis3.lacounty.gov/lms/?p=71674,publish,2010-11-01T11:50:56.000Z,,6473013.319,1726490.384,POINT (-118.2915811561731 33.73615824730867),75,296600,6037296600,2966,76,9063985.269,12269.87156,6472776,1727812
-118.1246491,34.14985046,97628520,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,"Serra Project, The",1245 E. Walnut St.,Ste. 106,Pasadena,CA,,,,www.serraproject.org,,,4107,The Agency Provides Housing Services And Transitional Shelter For Men And Women With Children Who Have Aids. Or Are Hiv Positive In Los Angeles County.,91106,http://egis3.lacounty.gov/lms/?p=4107,publish,2010-11-01T19:50:56.000Z,,6523956.689,1876937.208,POINT (-118.1246490565458 34.14985045668077),1741,462302,6037462302,4623.02,1743,7526001.546,11249.4879,6523301,1876646
-118.1298181,34.14948097,97679366,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Pasadena,1000 E. Walnut St.,,Pasadena,CA,"Monday through Friday, 9:00am to 11:30am. ","Administrative (626) 773-4400, Director of Social Services Service/Intake (626) 773-4404,  Service/Intake (626) 773-4425",,www.salvationarmy-socal.org,,,57515,"The agency provides emergency food, holiday assistance, personal goods, recreational programs for people in Altadena, Arcadia, Pasadena, Sierra Madre and South Pasadena.",91106,http://egis3.lacounty.gov/lms/?p=57515,publish,2013-06-01T11:50:56.000Z,,6522392.591,1876804.724,POINT (-118.1298180563401 34.14948096725194),1741,462302,6037462302,4623.02,1743,7526001.546,11249.4879,6523301,1876646
-118.1927357,33.89643596,97628525,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Homeless Shelter For Women And Children,4513 E. Compton Blvd.,,Compton,CA,"Monday through Thursday, 8:00am to 12:00 noon",,,www.cwroshelter.org,,,4150,The Agency Provides Shelter For Homeless Single Women And Women With Children Who Are In Los Angeles County.  The Shelter May Assist Women Who Have Mental/Emotional Problems; The Shelter Is Also Accessible For Women Who Use Wheelchairs.,90221,http://egis3.lacounty.gov/lms/?p=4150,publish,2010-11-01T19:50:56.000Z,,6503179.691,1784747.22,POINT (-118.1927356568205 33.89643595757228),1255,542104,6037542104,5421.04,1257,6590714.985,11302.82601,6503822,1786349
-118.1361,34.16927382,97628526,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Urdc Human Services Corporation - Casa Maria,691 E. Washington Blvd.,,Pasadena,CA,,,,www.urdchsc.org,,,4151,The Agency Provides Shelter For Homeless Women Age 18 And Older Who Have A History Of Substance Abuse And Who Are In Pasadena.,91104,http://egis3.lacounty.gov/lms/?p=4151,publish,2010-11-01T19:50:56.000Z,,6520501.693,1884010.21,POINT (-118.1360999562068 34.16927381641501),1779,461501,6037461501,4615.01,1781,10808339.09,13680.97286,6520165,1885793
-118.493773,34.02738889,97628527,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Upward Bound - Family Place,1020 12Th St.,,Santa Monica,CA,,,,www.upwardboundhouse.org,,,4152,The Agency Provides Transitional Shelter For Homeless Families With Children In West Los Angeles County.  Services Are Restricted To Santa Monica And West Los Angeles Residents.,90403,http://egis3.lacounty.gov/lms/?p=4152,publish,2010-11-01T19:50:56.000Z,,6412056.69,1832715.21,POINT (-118.4937729555162 34.02738888655896),432,701501,6037701501,7015.01,433,6646394.929,12368.11065,6413070,1832991
-118.4937736,34.02738805,97686853,211,,Social Services,Homeless Shelters and Services,,,Upward Bound House - Family Place,1020 12Th Ct,,Santa Monica,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (310) 458-7779, Shelter/Case Managers Referral Service/Intake (310) 458-7779 Ext.211, Shelter/Case Managers-Program Manager Service/Intake (310) 458-7779 Ext.212, Shelter/Case Managers Referral Service/Intake (310) 458-77",,www.upwardboundhouse.org,,,70925,The agency provides shelter for homeless families with children.,90403,http://egis3.lacounty.gov/lms/?p=70925,publish,2010-11-01T11:50:56.000Z,,6412056.507,1832714.905,POINT (-118.4937735558392 34.02738804657567),432,701501,6037701501,7015.01,433,6646394.929,12368.11065,6413070,1832991
-117.7727742,34.05114325,97628528,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,Foothill Family Shelter,1501 W. 9Th St.,Ste. D,Upland,CA,"Monday through Sunday, 9:00am to 6:00pm.",,,www.foothillfamilyshelter.org,,,4153,The Agency Provides Transitional Shelter For Homeless Families With Children.  It Is Not An Emergency Shelter.,91786,http://egis3.lacounty.gov/lms/?p=4153,publish,2010-11-01T19:50:56.000Z,,6630500.66,1841070.221,POINT (-117.7727741574364 34.05114324755657),2265,402402,6037402402,4024.02,2267,57569860.99,43755.54225,6625660,1841996
-118.2657895,34.05753851,97628529,Current Services Locator,,Social Services,Homeless Shelters and Services,,LA County,La Posada,375 S. Columbia Ave.,,Los Angeles,CA,Window Service Hours,,,www.neweconomicsforwomen.org,,,4154,The Agency Provides Transitional Shelter For Single Women With A Child Or Pregnant With Their First Child.,90017,http://egis3.lacounty.gov/lms/?p=4154,publish,2010-11-01T19:50:56.000Z,,6481164.681,1843426.212,POINT (-118.2657894559543 34.05753850669848),1207,209104,6037209104,2091.04,1209,753009.1328,3841.174998,6480985,1844025
-118.1941279,33.78338878,97678094,211,,Social Services,Homeless Shelters and Services,,www.lbrm.org,Long Beach Rescue Mission,1335 Pacific Ave,,Long Beach,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (562) 591-1292, Long Beach Multi-Service Center Service/Intake (562) 733-1147,  FAX (562) 216-7667",,www.lbrm.org,,,56479,"The agency provides emergency food, shelter, clothing, counsel, spiritually-based adult rehabilitation transitional housing programs.",90813,http://egis3.lacounty.gov/lms/?p=56479,publish,2013-06-01T11:50:56.000Z,,6502677.74,1743607.335,POINT (-118.1941278561198 33.7833887776131),79,575401,6037575401,5754.01,80,9580217.623,12588.87044,6500991,1744662
-118.4880891,34.01387597,97678128,211,,Social Services,Homeless Shelters and Services,,www.opcc.org,Ocean Park Community Center - Access Center,503 Olympic Blvd.,,Santa Monica,CA,"Monday, Wednesday, Thursday, and Friday, 9:00am to 5:00pm; Tuesday, 1:00pm to 5:00pm; and Saturday, 9:00am to 11:00am. ","Volunteer Coordinator Administrative (310) 450-4050 Ext.131, Shelter Referral Service/Intake (310) 450-4050",,www.opcc.org,,,56594,"The agency administers a variety of services including counseling, clothing, emergency food, homeless support services, shelter and volunteer opportunities for people who live in the Santa Monica and West Los Angeles areas.",90401,http://egis3.lacounty.gov/lms/?p=56594,publish,2013-06-01T11:50:56.000Z,,6413755.025,1827789.233,POINT (-118.4880890559607 34.01387596646457),341,701902,6037701902,7019.02,342,18473757.95,17292.42754,6412108,1827789
-118.4890911,34.01365397,97678133,211,,Social Services,Homeless Shelters and Services,,www.opcc.org,Ocean Park Community Center - Samoshel,505 Olympic Blvd.,,Santa Monica,CA,"Monday through Sunday, 24 hours per day. ","Shelter Referral Service/Intake (310) 450-4050, Homeless Support Svcs Info Service/Intake (310) 581-9825",,www.opcc.org,,,56595,"The agency administers a variety of services including counseling, clothing, emergency food, homeless support services, shelter and volunteer opportunities for people who live in the Santa Monica and West Los Angeles areas.",90401,http://egis3.lacounty.gov/lms/?p=56595,publish,2013-06-01T11:50:56.000Z,,6413450.978,1827709.92,POINT (-118.4890910558502 34.01365396695545),341,701902,6037701902,7019.02,342,18473757.95,17292.42754,6412108,1827789
-118.4946611,34.01104097,97678532,211,,Social Services,Homeless Shelters and Services,,www.opcc.net,Daybreak Center,1614 Ocean Ave.,,Santa Monica,CA,,"Service/Intake (310) 393-4344, Volunteer Coordinator Service/Intake (310) 393-6045",,www.opcc.net,,,56930,"The agency provides advocacy, emergency food, holiday assistance, homeless support services, mental health services for mentally ill women, shelter and volunteer opportunities primarily in West Los Angeles and Santa Monica area.",90401,http://egis3.lacounty.gov/lms/?p=56930,publish,2013-06-01T11:50:56.000Z,,6411758.32,1826767.268,POINT (-118.49466105626 34.01104096700347),341,701902,6037701902,7019.02,342,18473757.95,17292.42754,6412108,1827789
-118.4924161,34.01453197,97679320,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Santa Monica,1533 4th St.,,Santa Monica,CA,,"Service/Intake (310) 917-1138,  FAX (310) 394-7398",,www.salvationarmy-socal.org,,,57497,"The agency provides emergency food, homeless support services, holiday assistance, personal goods, services for older adults, recreational programs and utility bill assistance for people of all ages who are in Santa Monica, including people who are homeless.",90401,http://egis3.lacounty.gov/lms/?p=57497,publish,2013-06-01T11:50:56.000Z,,6412444.908,1828034.358,POINT (-118.4924160558828 34.0145319669777),341,701902,6037701902,7019.02,342,18473757.95,17292.42754,6412108,1827789
-118.6008591,34.19726197,97678218,211,,Social Services,Homeless Shelters and Services,,,Catholic Charities Of Los Angeles - Guadalupe Community Center,21600 Hart St.,,Canoga Park,CA,"Monday through Friday, 9:00am to 8:30pm. ","Service/Intake and Administration (818) 340-2050, Older Adults services Service/Intake (818) 340-5100",,,,,56642,"The agency is a community center which provides adult education, early childhood education, emergency food (through its Loaves and Fishes IV program), employment services for refugees, holiday assistance, youth recreation programs and senior programs for people in a specific area of the San Fernando Valley.",91303,http://egis3.lacounty.gov/lms/?p=56642,publish,2013-06-01T11:50:56.000Z,,6379979.392,1894710.774,POINT (-118.6008590556275 34.197261966357),419,134520,6037134520,1345.2,420,10410480.77,13162.39828,6380438,1894757
-118.2566702,33.93814529,97678364,211,,Social Services,Homeless Shelters and Services,,www.wlcac.org,Watts Labor Community Action Committee - Homeless Access Center,958 E 108Th St,,Los Angeles,CA,,Access Center and Shelter Service/Intake (323) 563-4721,,www.wlcac.org,,,56802,"The agency provides a homeless support services access center and shelter services, primarily for families who live in Los Angeles zip code 90059.",90059,http://egis3.lacounty.gov/lms/?p=56802,publish,2013-06-01T11:50:56.000Z,,6483815.897,1799969.52,POINT (-118.2566701558644 33.9381452872074),1135,240800,6037240800,2408,1137,6872449.436,13530.58287,6482472,1800575
-118.2580335,33.93826497,97685054,,,Social Services,Homeless Shelters and Services,,Access Center (WLCAC Access Center for Homeless Services), Access Center (WLCAC Access Center for Homeless Services),958 E. 108th Street,,Los Angeles ,CA ,,"(323) 563 - 4721
",,,,,68583,,90064,http://egis3.lacounty.gov/lms/?p=68583,publish,2013-04-25T16:24:38.000Z,,6483402.486,1800014.133,POINT (-118.2580334562781 33.93826496719772),1135,240800,6037240800,2408,1137,6872449.436,13530.58287,6482472,1800575
-118.2225901,34.05204797,97678368,211,,Social Services,Homeless Shelters and Services,,www.jovenesinc.org,Jovenes Inc - La Posada Shelter,1320 Pleasant Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (323) 260-8035,,www.jovenesinc.org,,,56804,The agency provides a multipurpose center which offers a variety of services for people who are in the Los Angeles area.,90033,http://egis3.lacounty.gov/lms/?p=56804,publish,2013-06-01T11:50:56.000Z,,6494245.012,1841396.316,POINT (-118.2225900559473 34.05204796664663),1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581
-118.2230821,34.04663197,97678631,211,,Social Services,Homeless Shelters and Services,,www.proyectopastoral.org,Guadalupe Homeless Project/Cem,171 S. Gless St.,,Los Angeles,CA,"Monday through Sunday, 2:00pm to 5:00am. ","Men's Shelter Service/Intake (323) 881-0031, Community in Action/CEM Service/Intake (323) 881-0032",,www.proyectopastoral.org,,,57005,"The agency provides business services, child care, community services, homeless support services, shelter for homeless, volunteer opportunities and youth services to low-income people in the Spanish-speaking community of East Los Angeles.",90033,http://egis3.lacounty.gov/lms/?p=57005,publish,2013-06-01T11:50:56.000Z,,6494091.605,1839425.664,POINT (-118.223082056645 34.04663196721857),1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581
-118.2278711,34.04887097,97678635,211,,Social Services,Homeless Shelters and Services,,www.proyectopastoral.org,Proyecto Pastoral At Dolores Mission,135 N. Mission Rd.,,Los Angeles,CA,,"Thrift Store Service/Intake (323) 881-0017, Community In Action/CEM Service/Intake (323) 881-0019,  Service/Intake and Administration (323) 881-0018,  FAX (323) 268-7228",,www.proyectopastoral.org,,,57006,"The agency provides business services, child care, community services, homeless support services, shelter for homeless, volunteer opportunities and youth services to low-income people in the Spanish-speaking community of East Los Angeles.",90033,http://egis3.lacounty.gov/lms/?p=57006,publish,2013-06-01T11:50:56.000Z,,6492642.712,1840243.732,POINT (-118.2278710566423 34.04887096722924),1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581
-118.2228111,34.05260597,97680078,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,"Year Round Shelter - Jovenes, Inc.",1208 Pleasant Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake and Administration (323) 260-8035,,www.lahsa.org,,,58189,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90033,http://egis3.lacounty.gov/lms/?p=58189,publish,2013-06-01T11:50:56.000Z,,6494178.518,1841599.531,POINT (-118.2228110565261 34.05260596651166),1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581
-118.2230821,34.04663197,97680081,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Proyecto Pastoral At Dolores Mission,171 S. Gless St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Exterior of LADOT Bus Lay-Over Zone       Northeast Corner       Vignes St. and Cesar Chavez       Los Angeles, CA 90012       4:00pm  ",Men's Shelter Service/Intake and Administration (323) 881-0032,,www.lahsa.org,,,58192,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90033,http://egis3.lacounty.gov/lms/?p=58192,publish,2013-06-01T11:50:56.000Z,,6494091.605,1839425.664,POINT (-118.223082056645 34.04663196721857),1211,206032,6037206032,2060.32,1213,10581111.58,13671.48059,6493599,1839581
-118.4783221,33.99808597,97678384,211,,Social Services,Homeless Shelters and Services,,www.stjosephctr.org,St. Joseph Center,204 Hampton Dr.,,Venice,CA,"Monday through Friday, 9:00am to 5:00pm. ","Homeless Service Center Information Only (310) 399-6878, MAP Program Service/Intake (310) 396-6556,  Service/Intake and Administration (310) 396-6468,  FAX (310) 392-8402, Culinary Training Service/Intake (310) 450-9095,  Service/Intake (310) 396-6468 Ext",,www.stjosephctr.org,,,56820,The agency provides a variety of emergency and ongoing programs to assist low-income and homeless individuals and families in the West Los Angeles area.,90291,http://egis3.lacounty.gov/lms/?p=56820,publish,2013-06-01T11:50:56.000Z,,6416687.546,1822028.767,POINT (-118.4783220559159 33.99808596685678),603,273300,6037273300,2733,605,6155887.279,11235.89269,6418534,1821100
-118.4774239,33.99813631,97680619,211,,Social Services,Homeless Shelters and Services,,catholiccharitiesla.org,Catholic Charities Of Los Angeles - St. Robert's Center,211 3Rd Ave,,Venice,CA,,Service/Intake and Administration (310) 392-8701,,,,,58643,"The center provides emergency food, information and referral for residents of Santa Monica, Venice, LAX Airport, West Los Angeles, Beverly Hills, and Culver City areas, including Malibu, Topanga, Pacific Palisades, Brentwood and Bel Air.",90291,http://egis3.lacounty.gov/lms/?p=58643,publish,2013-06-01T11:50:56.000Z,,6416959.882,1822045.793,POINT (-118.4774238559131 33.99813630681081),603,273300,6037273300,2733,605,6155887.279,11235.89269,6418534,1821100
-118.4664301,34.00082297,97678388,211,,Social Services,Homeless Shelters and Services,,www.stjosephctr.org,St. Joseph Center - Homeless Service Center,404 S. Lincoln Blvd.,,Venice,CA,,Homeless Program Service/Intake (310) 399-6878,,www.stjosephctr.org,,,56823,The agency provides a variety of emergency and ongoing programs to assist low-income and homeless individuals and families in the West Los Angeles area.,90291,http://egis3.lacounty.gov/lms/?p=56823,publish,2013-06-01T11:50:56.000Z,,6420296.691,1823007.868,POINT (-118.4664300561982 34.0008229667024),488,273100,6037273100,2731,489,12655430.02,15466.61096,6422307,1823970
-118.2914241,33.73503097,97678460,211,,Social Services,Homeless Shelters and Services,,www.harborinterfaith.org,Harbor Interfaith Family Shelter Program,663 W. 10th St.,,San Pedro,CA,"Monday through Sunday, 24 hours per day. ",Shelter Service/Intake (310) 831-0589,,www.harborinterfaith.org,,,56892,"The agency provides advocacy services, emergency food, employment services, information and referral and shelter for people who live in the South Bay area.",90731,http://egis3.lacounty.gov/lms/?p=56892,publish,2013-06-01T11:50:56.000Z,,6473059.896,1726079.995,POINT (-118.2914240562349 33.73503096756641),23,296902,6037296902,2969.02,24,5282901.069,11982.86472,6471778,1725876
-118.1486491,34.13874897,97678579,211,,Social Services,Homeless Shelters and Services,,www.unionstationhs.org,Union Station - Adult Center,412 Raymond Ave.,,Pasadena,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (626) 240-4550,,www.unionstationhs.org,,,56960,"The agency provides alcohol abuse services, emergency food, holiday assistance, homeless support services, information and referral, mental health services, personal enrichment and shelter for low-income and homeless people in the Pasadena area.",91105,http://egis3.lacounty.gov/lms/?p=56960,publish,2013-06-01T11:50:56.000Z,,6516689.312,1872907.049,POINT (-118.1486490562745 34.13874896713947),1739,463602,6037463602,4636.02,1741,9984013.755,12758.19594,6517521,1873656
-118.1334241,34.15795997,97678581,211,,Social Services,Homeless Shelters and Services,,www.unionstationhs.org,Union Station Family Center,825 E. Orange Grove Blvd.,,Pasadena,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (626) 240-4550,,www.unionstationhs.org,,,56961,"The agency provides alcohol abuse services, emergency food, holiday assistance, homeless support services, information and referral, mental health services, personal enrichment and shelter for low-income and homeless people in the Pasadena area.",91104,http://egis3.lacounty.gov/lms/?p=56961,publish,2013-06-01T11:50:56.000Z,,6521305.656,1879891.812,POINT (-118.1334240565497 34.15795996639123),1789,462100,6037462100,4621,1791,11236030.22,13716.9604,6520224,1881875
-118.1467966,34.12833254,97678582,211,,Social Services,Homeless Shelters and Services,,www.unionstationhs.org,Union Station's Shelter Intake - Passageways,1020 S Arroyo Pkwy,,Pasadena,CA,,Shelter Intake/Referral Service/Intake (626) 403-4888,,www.unionstationhs.org,,,56962,"The agency provides alcohol abuse services, emergency food, holiday assistance, homeless support services, information and referral, mental health services, personal enrichment and shelter for low-income and homeless people in the Pasadena area.",91105,http://egis3.lacounty.gov/lms/?p=56962,publish,2013-06-01T11:50:56.000Z,,6517244.34,1869115.499,POINT (-118.1467965563388 34.12833253721102),1824,464000,6037464000,4640,1826,33854929.92,26456.99451,6519497,1868764
-118.3012051,34.09826397,97678705,211,,Social Services,Homeless Shelters and Services,,,Hope Again,5121 Sunset Blvd.,,Los Angeles,CA,,"FAX (323) 661-6172,  Service/Intake and Administration (323) 661-4004",,,,,57051,The agency provides case management and shelter for people in Los Angeles County.,90027,http://egis3.lacounty.gov/lms/?p=57051,publish,2013-06-01T11:50:56.000Z,,6470481.997,1858277.17,POINT (-118.3012050564879 34.09826396709799),1398,190520,6037190520,1905.2,1400,2625881.613,6612.057712,6469693,1858889
-118.4692991,34.23202197,97678838,211,,Social Services,Homeless Shelters and Services,,www.nvcsinc.org,North Valley Caring Services Inc,15453 Rayen St.,,North Hills,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake (818) 891-0481,  FAX (818) 830-2007",,www.nvcsinc.org,,,57148,"The agency provides education services, emergency food, holiday assistance, homeless support services and recreational programs for people who live in North Hills.",91343,http://egis3.lacounty.gov/lms/?p=57148,publish,2013-06-01T11:50:56.000Z,,6419819.933,1907148.66,POINT (-118.4692990564686 34.23202196601331),532,117405,6037117405,1174.05,533,2172364.807,5943.240365,6419537,1907774
-118.0285691,34.14396297,97678893,211,,Social Services,Homeless Shelters and Services,,,Arcadia Welfare And Thrift Shop,323 N. First St.,,Arcadia,CA,"Monday through Friday, 9:00am to 4:30pm ","Thrift Shop Service/Intake (626) 447-2881,  Service/Intake (626) 447-6864",,,,,57177,"The agency provides emergency food, financial assistance, household goods, motel vouchers, personal goods and thrift shops for people in Arcadia, including people who are homeless.",91006,http://egis3.lacounty.gov/lms/?p=57177,publish,2013-06-01T11:50:56.000Z,,6553025.917,1874772.489,POINT (-118.0285690569545 34.14396296718509),1735,430801,6037430801,4308.01,1737,18401585.69,17780.50504,6553797,1872580
-118.3451061,33.89452297,97678905,211,,Social Services,Homeless Shelters and Services,,www.hoy-southbay.org,House Of Yahweh,4046 W. Marine Ave.,,Lawndale,CA,"Monday through Saturday, 9:00am to 3:30pm. ","Thrift Shop Service/Intake (310) 644-9301,  Administrative (310) 675-1384, Shelter or Food Intake Service/Intake (310) 675-6412",,,,,57180,"The agency provides emergency food, homeless support services, personal goods, shelter and thrift shops for individuals and families who are in crisis and who live in the South Bay and Southwest areas of Los Angeles County.",90260,http://egis3.lacounty.gov/lms/?p=57180,publish,2013-06-01T11:50:56.000Z,,6456936.674,1784174.751,POINT (-118.3451060558559 33.89452296720481),641,603802,6037603802,6038.02,643,6790503.374,10519.07362,6456006,1782890
-118.3880561,34.21335497,97678950,211,,Social Services,Homeless Shelters and Services,,www.lafh.org/,L A Family Housing Corporation,7843 Lankershim Blvd.,,North Hollywood,CA,"Monday through Friday, 8:30am to 5:00pm. ","Service/Intake and Administration (818) 982-4091,  FAX (818) 982-3895",,www.lafh.org/,,,57219,"The agency provides consumer assistance, employment services, homeless support services, shelter and volunteer opportunities for people in the San Fernando Valley and in East Los Angeles.",91605,http://egis3.lacounty.gov/lms/?p=57219,publish,2013-06-01T11:50:56.000Z,,6444350.095,1900250.726,POINT (-118.3880560560194 34.21335496633349),1352,121802,6037121802,1218.02,1354,10228535.43,14898.37771,6443354,1902388
-118.3880561,34.21335497,97680075,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Los Angeles Family Housing,7843 Lankershim Blvd.,,North Hollywood,CA,"Monday through Friday, 9:00am to 5:00pm. PICK-UP POINTS AND HOURS N/A ","Steven Service/Intake (818) 982-4091 Ext.154, Miriam Service/Intake (818) 982-4091 Ext.167,  Service/Intake and Administration (818) 982-4091, Jerome Nielsen Service/Intake (818) 982-4091 Ext.151",,www.lahsa.org,,,58186,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",91605,http://egis3.lacounty.gov/lms/?p=58186,publish,2013-06-01T11:50:56.000Z,,6444350.095,1900250.726,POINT (-118.3880560560194 34.21335496633349),1352,121802,6037121802,1218.02,1354,10228535.43,14898.37771,6443354,1902388
-118.2869241,33.73768497,97679005,211,,Social Services,Homeless Shelters and Services,,www.rainbowservicesdv.org,"Rainbow Services, Ltd.",453 W. 7th St.,,San Pedro,CA,"Monday through Sunday, 24 hours per day. ","FAX (310) 548-0611, Service Center Service/Intake and Administration (310) 548-5450, 24 Hours Service/Intake and Hotline (310) 547-9343",,www.rainbowservicesdv.org,,,57269,The agency provides domestic violence services and shelter for individuals of all ages in Los Angeles County.,90731,http://egis3.lacounty.gov/lms/?p=57269,publish,2013-06-01T11:50:56.000Z,,6474430.92,1727041.926,POINT (-118.2869240562041 33.73768496726682),39,297110,6037297110,2971.1,40,5248010.813,9163.596069,6475256,1725941
-118.0911401,34.07490297,97679228,211,,Social Services,Homeless Shelters and Services,,,St. Anthony's Christian Service,1901 S. San Gabriel Blvd.,,San Gabriel,CA,"Monday through Friday, 9:00am to 12:00pm and 1:00pm to 7:30pm; Saturday, 9:00am to 12:00pm; Sunday, 9:00am to 12:00pm and 1:00pm to 2:30pm. ",Service/Intake and Administration (626) 288-8912,,,,,57430,The agency provides emergency food and holiday assistance to people who live within the parish boundaries which are Valley Blvd.,91776,http://egis3.lacounty.gov/lms/?p=57430,publish,2013-06-01T11:50:56.000Z,,6534070.396,1849651.55,POINT (-118.0911400571264 34.07490296654776),1694,482301,6037482301,4823.01,1696,9403268.734,17406.05589,6531665,1849365
