,DR.NUMBER,DATE.REPORTED,DATE.OCCURRED,H,M,AREA.ID,AREA.NAME,REPORTING.DISTRICT,CRIME.CODE,CRIME.CODE.DESCRIPTION,MO.CODES,VICTIM.AGE,VICTIM.SEX,VICTIM.DESCENT,PREMISE.CODE,PREMISE.DESCRIPTION,WEAPON.USED.CODE,WEAPON.DESCRIPTION,STATUS.CODE,STATUS.DESCRIPTION,CRIME.CODE.1,CRIME.CODE.2,CRIME.CODE.3,CRIME.CODE.4,ADDRESS,CROSS.STREET,LOCATION,LATITUDE,LONGITUDE,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID,Shape_STAr,Shape_STLe,X_Center,Y_Center,date_occ_year,date_occ_month,date_occ_day,crime_type,crime_premise,crime_weapon,newdate
832,170115390,5/28/17,5/28/17,12,40,1,Central,105,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 2000 1813 1814 0416 0447,42,M,W,158,,NA,,IC,Invest Cont,626,NA,NA,NA,1300 N  BROADWAY,,"(34.0714, -118.2329)",34.0714,-118.2329,POINT (-118.2329 34.0714),1344,206010,6037206010,2060.1,1346,15485489.83,21066.42182,6491641,1847508,2017,5,28,SIMPLE ASSAULT,OTHERS,OTHERS,2017 05
833,170117913,6/24/17,6/24/17,10,10,1,Central,118,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 1402 0416 0445,54,M,B,102,SIDEWALK,312,PIPE/METAL PIPE,AO,Adult Other,230,998,NA,NA,ANN,NAUD,"(34.0656, -118.232)",34.0656,-118.232,POINT (-118.232 34.0656),1344,206010,6037206010,2060.1,1346,15485489.83,21066.42182,6491641,1847508,2017,6,24,AGGRAVATED ASSAULT,SIDEWALK,PIPE,2017 06
834,161114789,8/14/16,8/13/16,22,30,11,Northeast,1149,624,BATTERY - SIMPLE ASSAULT,0416 1822 1218,60,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,FIGUEROA,AVENUE 53,"(34.1068, -118.1984)",34.1068,-118.1984,POINT (-118.1984 34.1068),1672,183810,6037183810,1838.1,1674,4896685.687,10289.06611,6501775,1861513,2016,8,13,SIMPLE ASSAULT,SIDEWALK,STRONG-ARM,2016 08
835,161114915,8/17/16,8/16/16,20,55,11,Northeast,1148,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1218,23,M,H,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,230,NA,NA,NA,AVENUE 50,FIGUEROA                     ST,"(34.1052, -118.2023)",34.1052,-118.2023,POINT (-118.2023 34.1052),1672,183810,6037183810,1838.1,1674,4896685.687,10289.06611,6501775,1861513,2016,8,16,AGGRAVATED ASSAULT,PARKING LOT,KNIFE,2016 08
836,161118681,11/2/16,10/30/16,18,0,11,Northeast,1118,624,BATTERY - SIMPLE ASSAULT,1202 1218 0444 0913 1601,63,F,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,5600    MONTE VISTA                  ST,,"(34.1111, -118.1958)",34.1111,-118.1958,POINT (-118.1958 34.1111),1672,183810,6037183810,1838.1,1674,4896685.687,10289.06611,6501775,1861513,2016,10,30,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2016 10
837,171107558,3/16/17,3/16/17,4,0,11,Northeast,1149,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,1218 2004 0515 0913,48,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,NA,NA,NA,5100 N  FIGUEROA                     ST,,"(34.1056, -118.2008)",34.1056,-118.2008,POINT (-118.2008 34.1056),1672,183810,6037183810,1838.1,1674,4896685.687,10289.06611,6501775,1861513,2017,3,16,OTHERS,PARKING LOT,STRONG-ARM,2017 03
838,171109738,4/30/17,4/29/17,23,25,11,Northeast,1149,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1218,28,F,H,102,SIDEWALK,216,SCISSORS,IC,Invest Cont,230,NA,NA,NA,FIGUEROA                     ST,AVENUE 52,"(34.1063, -118.1995)",34.1063,-118.1995,POINT (-118.1995 34.1063),1672,183810,6037183810,1838.1,1674,4896685.687,10289.06611,6501775,1861513,2017,4,29,AGGRAVATED ASSAULT,SIDEWALK,OTHERS,2017 04
839,171112250,6/19/17,6/17/17,23,0,11,Northeast,1149,624,BATTERY - SIMPLE ASSAULT,0416 1218 2004 1206,52,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,FIGUEROA                     ST,AVENUE 49,"(34.1074, -118.1978)",34.1074,-118.1978,POINT (-118.1978 34.1074),1672,183810,6037183810,1838.1,1674,4896685.687,10289.06611,6501775,1861513,2017,6,17,SIMPLE ASSAULT,PARK/PLAYGROUND,STRONG-ARM,2017 06
840,171115534,8/24/17,8/24/17,11,0,11,Northeast,1149,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0446 1601 0400,53,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,NA,NA,NA,SYCAMORE                     PK,FIGUEROA,"(34.1074, -118.1978)",34.1074,-118.1978,POINT (-118.1978 34.1074),1672,183810,6037183810,1838.1,1674,4896685.687,10289.06611,6501775,1861513,2017,8,24,AGGRAVATED ASSAULT,PARK/PLAYGROUND,STRONG-ARM,2017 08
841,161114797,8/14/16,8/13/16,13,50,11,Northeast,1159,624,BATTERY - SIMPLE ASSAULT,2000 0448 0444 0429 1218 0408 1813 2004,47,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,4700 N  FIGUEROA                     ST,,"(34.1002, -118.2038)",34.1002,-118.2038,POINT (-118.2038 34.1002),1360,185100,6037185100,1851,1362,24519824.36,25507.02043,6497976,1860618,2016,8,13,SIMPLE ASSAULT,PARK/PLAYGROUND,STRONG-ARM,2016 08
842,161118200,10/24/16,10/23/16,10,2,11,Northeast,1159,624,BATTERY - SIMPLE ASSAULT,2000 1218 0448 0401 2004 1310,40,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,4700 N  FIGUEROA                     ST,,"(34.1002, -118.2038)",34.1002,-118.2038,POINT (-118.2038 34.1002),1360,185100,6037185100,1851,1362,24519824.36,25507.02043,6497976,1860618,2016,10,23,SIMPLE ASSAULT,STREET,STRONG-ARM,2016 10
843,171107723,3/20/17,3/19/17,12,30,11,Northeast,1148,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 1218 1814 0325,35,M,B,146,PATIO*,NA,,IC,Invest Cont,440,NA,NA,NA,4500 N  FIGUEROA                     ST,,"(34.0961, -118.2072)",34.0961,-118.2072,POINT (-118.2072 34.0961),1360,185100,6037185100,1851,1362,24519824.36,25507.02043,6497976,1860618,2017,3,19,THEFT,OTHERS,OTHERS,2017 03
844,171114023,7/24/17,7/23/17,12,45,11,Northeast,1159,220,ATTEMPTED ROBBERY,1218 2004 0355 1501,27,F,H,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,220,NA,NA,NA,4700 N  FIGUEROA                     ST,,"(34.1002, -118.2038)",34.1002,-118.2038,POINT (-118.2038 34.1002),1360,185100,6037185100,1851,1362,24519824.36,25507.02043,6497976,1860618,2017,7,23,ROBBERY,PARK/PLAYGROUND,OTHERS,2017 07
845,160800874,8/15/16,8/14/16,22,40,8,West LA,853,330,BURGLARY FROM VEHICLE,0344 1218,42,F,H,104,DRIVEWAY,NA,,AO,Adult Other,330,998,NA,NA,11300    IOWA                         AV,,"(34.0453, -118.4474)",34.0453,-118.4474,POINT (-118.4474 34.0453),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2016,8,14,OTHERS,OTHERS,OTHERS,2016 08
846,160815127,8/29/16,8/28/16,22,0,8,West LA,853,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2004 1218,28,M,O,101,STREET,NA,,IC,Invest Cont,440,NA,NA,NA,BELOIT,MASSACHUSETTS,"(34.0477, -118.448)",34.0477,-118.448,POINT (-118.448 34.0477),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2016,8,28,THEFT,STREET,OTHERS,2016 08
847,160815966,9/17/16,9/17/16,2,35,8,West LA,853,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0416 1218,60,M,B,102,SIDEWALK,312,PIPE/METAL PIPE,AA,Adult Arrest,230,NA,NA,NA,SANTA MONICA,SAWTELLE,"(34.0465, -118.4484)",34.0465,-118.4484,POINT (-118.4484 34.0465),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2016,9,17,AGGRAVATED ASSAULT,SIDEWALK,PIPE,2016 09
848,160800976,11/6/16,11/6/16,22,18,8,West LA,853,624,BATTERY - SIMPLE ASSAULT,1218 0448 0416 0445 2004 1402,48,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,998,NA,NA,SAWTELLE,MASSACHUSETTS,"(34.0471, -118.449)",34.0471,-118.449,POINT (-118.449 34.0471),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2016,11,6,SIMPLE ASSAULT,STREET,STRONG-ARM,2016 11
849,160819726,12/10/16,12/10/16,14,10,8,West LA,853,210,ROBBERY,1202 1218 0344 0416 0446,70,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,SANTA MONICA,SAWTELLE,"(34.0465, -118.4484)",34.0465,-118.4484,POINT (-118.4484 34.0465),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2016,12,10,ROBBERY,SIDEWALK,STRONG-ARM,2016 12
850,170804452,1/12/17,1/12/17,10,30,8,West LA,853,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 1218 2004,48,F,W,102,SIDEWALK,511,VERBAL THREAT,AO,Adult Other,930,NA,NA,NA,OHIO,BELOIT,"(34.0489, -118.4491)",34.0489,-118.4491,POINT (-118.4491 34.0489),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2017,1,12,OTHERS,SIDEWALK,OTHERS,2017 01
851,170805005,1/23/17,1/23/17,12,0,8,West LA,853,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,55,M,W,102,SIDEWALK,NA,,IC,Invest Cont,440,NA,NA,NA,MASSACHUSETTS                AV,BELOIT,"(34.0471, -118.449)",34.0471,-118.449,POINT (-118.449 34.0471),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2017,1,23,THEFT,SIDEWALK,OTHERS,2017 01
852,170800584,3/11/17,3/11/17,22,20,8,West LA,853,210,ROBBERY,1218 0411 0344 0352 2004 1402 1221,NA,M,X,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,210,998,NA,NA,SANTA MONICA,PURDUE,"(34.0459, -118.4507)",34.0459,-118.4507,POINT (-118.4507 34.0459),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2017,3,11,ROBBERY,STREET,KNIFE,2017 03
853,170807230,3/12/17,3/12/17,22,40,8,West LA,853,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344 0352 1221 1206,53,F,W,103,ALLEY,NA,,IC,Invest Cont,440,NA,NA,NA,SAWTELLE,SANTA MONICA,"(34.0465, -118.4484)",34.0465,-118.4484,POINT (-118.4484 34.0465),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2017,3,12,THEFT,OTHERS,OTHERS,2017 03
854,170810352,5/18/17,5/18/17,17,45,8,West LA,853,624,BATTERY - SIMPLE ASSAULT,1402 0356 2004 1817 0913 1218,35,M,W,738,LIBRARY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,998,NA,NA,11300    SANTA MONICA                 BL,,"(34.0465, -118.4484)",34.0465,-118.4484,POINT (-118.4484 34.0465),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2017,5,18,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2017 05
855,170813271,7/24/17,7/24/17,1,1,8,West LA,853,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 0416 1814 2000 1206,35,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,NA,NA,NA,SANTA MONICA,SAWTELLE,"(34.0465, -118.4484)",34.0465,-118.4484,POINT (-118.4484 34.0465),587,267300,6037267300,2673,588,4628262.153,8677.304261,6425438,1839137,2017,7,24,SIMPLE ASSAULT,STREET,STRONG-ARM,2017 07
856,160814445,8/14/16,8/14/16,2,0,8,West LA,872,121,"RAPE, FORCIBLE",1218 1251 0327 0342 0527,33,F,W,117,BEACH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,NA,NA,NA,14800    PCH,,"(34.0279, -118.5188)",34.0279,-118.5188,POINT (-118.5188 34.0279),491,262802,6037262802,2628.02,492,35458315.13,38057.23922,6407805,1838340,2016,8,14,RAPE,OTHERS,STRONG-ARM,2016 08
857,161221004,8/14/16,8/14/16,23,50,12,77th Street,1266,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1823 1310 1218 2004 0408 0305 0407 0432,31,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,NA,NA,NA,79TH                         ST,GRAND                        AV,"(33.9679, -118.2803)",33.9679,-118.2803,POINT (-118.2803 33.9679),1063,239602,6037239602,2396.02,1065,3854678.729,9274.982572,6478313,1811379,2016,8,14,AGGRAVATED ASSAULT,STREET,STRONG-ARM,2016 08
858,161223777,9/21/16,9/18/16,17,30,12,77th Street,1258,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446 0429 1218,28,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,NA,NA,NA,MAIN                         ST,78TH                         ST,"(33.9688, -118.2739)",33.9688,-118.2739,POINT (-118.2739 33.9688),1063,239602,6037239602,2396.02,1065,3854678.729,9274.982572,6478313,1811379,2016,9,18,SIMPLE ASSAULT,DWELLING,STRONG-ARM,2016 09
859,161225707,10/18/16,10/18/16,2,20,12,77th Street,1258,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 1813 1821 1218 2002 0416 0429 0446 2004,35,F,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,626,NA,NA,NA,7600 S  BROADWAY,,"(33.9708, -118.2783)",33.9708,-118.2783,POINT (-118.2783 33.9708),1063,239602,6037239602,2396.02,1065,3854678.729,9274.982572,6478313,1811379,2016,10,18,SIMPLE ASSAULT,SIDEWALK,GUN,2016 10
860,161230487,12/26/16,12/26/16,2,0,12,77th Street,1266,220,ATTEMPTED ROBBERY,1218 0305 0302 0334 0337 0216 0202 0369 0353 0304,18,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,220,NA,NA,NA,79TH                         ST,BROADWAY,"(33.9679, -118.2783)",33.9679,-118.2783,POINT (-118.2783 33.9679),1063,239602,6037239602,2396.02,1065,3854678.729,9274.982572,6478313,1811379,2016,12,26,ROBBERY,SIDEWALK,GUN,2016 12
861,171207146,2/14/17,1/12/17,8,0,12,77th Street,1258,956,"LETTERS, LEWD",1218 0913 0421 1906 1912,31,F,B,101,STREET,NA,,IC,Invest Cont,956,NA,NA,NA,7600 S  BROADWAY,,"(33.9708, -118.2783)",33.9708,-118.2783,POINT (-118.2783 33.9708),1063,239602,6037239602,2396.02,1065,3854678.729,9274.982572,6478313,1811379,2017,1,12,OTHERS,STREET,OTHERS,2017 01
862,171206010,1/26/17,1/25/17,23,30,12,77th Street,1258,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1823 1218 1310 0416 0446 0354 0417,46,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,NA,NA,NA,7800 S  BROADWAY,,"(33.9689, -118.2783)",33.9689,-118.2783,POINT (-118.2783 33.9689),1063,239602,6037239602,2396.02,1065,3854678.729,9274.982572,6478313,1811379,2017,1,25,SIMPLE ASSAULT,STREET,STRONG-ARM,2017 01
863,171219887,8/4/17,8/4/17,20,10,12,77th Street,1258,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0446 0416 2004 1218 2002,40,F,B,726,POLICE FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,NA,NA,NA,7600 S  BROADWAY,,"(33.9708, -118.2783)",33.9708,-118.2783,POINT (-118.2783 33.9708),1063,239602,6037239602,2396.02,1065,3854678.729,9274.982572,6478313,1811379,2017,8,4,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2017 08
864,161500977,8/14/16,8/14/16,2,0,15,N Hollywood,1539,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1402 1414 1310 1302 1311 0416 0427,80,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,NA,NA,NA,OXNARD,WHITSETT,"(34.1758, -118.3643)",34.1758,-118.3643,POINT (-118.3643 34.1758),1419,124300,6037124300,1243,1421,9590092.587,12560.90784,6451480,1886536,2016,8,14,AGGRAVATED ASSAULT,STREET,OTHERS,2016 08
865,161516453,8/14/16,8/14/16,2,0,15,N Hollywood,1539,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416 1414 1310 1302 1311 0427 0400 1402,58,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,NA,NA,NA,OXNARD,CAHUENGA,"(34.1794, -118.3615)",34.1794,-118.3615,POINT (-118.3615 34.1794),1419,124300,6037124300,1243,1421,9590092.587,12560.90784,6451480,1886536,2016,8,14,AGGRAVATED ASSAULT,STREET,OTHERS,2016 08
866,161816057,8/14/16,8/14/16,1,55,18,Southeast,1801,761,BRANDISH WEAPON,1501 1402 2000 1814 1206 2004 1218,59,F,B,518,,215,MACHETE,AO,Adult Other,761,NA,NA,NA,MANCHESTER                   AV,HOOVER                       AV,"(33.9601, -118.2881)",33.9601,-118.2881,POINT (-118.2881 33.9601),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2016,8,14,OTHERS,OTHERS,OTHERS,2016 08
867,161821124,11/11/16,11/10/16,24,30,18,Southeast,1801,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0531 1218 0400 0416,57,F,B,301,GAS STATION,304,CLUB/BAT,IC,Invest Cont,230,NA,NA,NA,800 W  MANCHESTER                   AV,,"(33.9601, -118.287)",33.9601,-118.287,POINT (-118.287 33.9601),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2016,11,10,AGGRAVATED ASSAULT,OTHERS,OTHERS,2016 11
868,161823104,12/19/16,12/18/16,8,50,18,Southeast,1802,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,46,M,B,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,NA,NA,NA,8600 S  FIGUEROA                     ST,,"(33.9601, -118.2827)",33.9601,-118.2827,POINT (-118.2827 33.9601),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2016,12,18,AGGRAVATED ASSAULT,OTHERS,STRONG-ARM,2016 12
869,161823679,12/30/16,12/29/16,19,15,18,Southeast,1802,623,BATTERY POLICE (SIMPLE),1218 1212 0356 1402,18,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,NA,NA,NA,MANCHESTER,FIGUEROA,"(33.9601, -118.2827)",33.9601,-118.2827,POINT (-118.2827 33.9601),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2016,12,29,OTHERS,STREET,STRONG-ARM,2016 12
870,171211006,4/8/17,4/8/17,4,40,12,77th Street,1267,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0305 0416 0445 0216,27,F,H,102,SIDEWALK,312,PIPE/METAL PIPE,IC,Invest Cont,230,NA,NA,NA,FIGUEROA                     ST,83RD                         ST,"(33.9632, -118.2827)",33.9632,-118.2827,POINT (-118.2827 33.9632),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2017,4,8,AGGRAVATED ASSAULT,SIDEWALK,PIPE,2017 04
871,171811904,5/22/17,5/22/17,1,0,18,Southeast,1801,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1822 1309 1310 1300 0399 0219 0202 1218 0450,26,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,230,NA,NA,NA,HOOVER                       ST,MANCHESTER                   AV,"(33.9601, -118.287)",33.9601,-118.287,POINT (-118.287 33.9601),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2017,5,22,AGGRAVATED ASSAULT,STREET,GUN,2017 05
872,171214363,5/23/17,5/23/17,13,30,12,77th Street,1267,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446 1218,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,NA,NA,NA,400 W  84TH                         PL,,"(33.9632, -118.2813)",33.9632,-118.2813,POINT (-118.2813 33.9632),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2017,5,23,SIMPLE ASSAULT,DWELLING,STRONG-ARM,2017 05
873,171812035,5/23/17,5/23/17,19,50,18,Southeast,1801,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0445 0446 1218,35,F,W,501,SINGLE FAMILY DWELLING,NA,,AA,Adult Arrest,626,NA,NA,NA,8600    DENVER                       AV,,"(33.9601, -118.2839)",33.9601,-118.2839,POINT (-118.2839 33.9601),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2017,5,23,SIMPLE ASSAULT,DWELLING,OTHERS,2017 05
874,171200934,8/4/17,8/3/17,16,0,12,77th Street,1267,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1402 1206 2002 0411 1820,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",221,GLASS,AO,Adult Other,230,NA,NA,NA,800 W  85TH                         ST,,"(33.9613, -118.2871)",33.9613,-118.2871,POINT (-118.2871 33.9613),925,238320,6037238320,2383.2,927,5040659.624,9679.324516,6474894,1808732,2017,8,3,AGGRAVATED ASSAULT,DWELLING,OTHERS,2017 08
875,160121229,8/15/16,8/15/16,9,10,1,Central,157,210,ROBBERY,1218 0416 0344,52,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,7TH,SAN PEDRO,"(34.0407, -118.2468)",34.0407,-118.2468,POINT (-118.2468 34.0407),1126,226002,6037226002,2260.02,1128,27637228.82,21400.35992,6486597,1834346,2016,8,15,ROBBERY,SIDEWALK,STRONG-ARM,2016 08
876,161318013,8/23/16,8/16/16,5,30,13,Newton,1317,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0431,52,M,B,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,NA,NA,NA,14TH                         ST,LONG BEACH,"(34.026, -118.2412)",34.026,-118.2412,POINT (-118.2412 34.026),1126,226002,6037226002,2260.02,1128,27637228.82,21400.35992,6486597,1834346,2016,8,16,AGGRAVATED ASSAULT,SIDEWALK,OTHERS,2016 08
877,160121877,8/23/16,8/22/16,23,0,1,Central,166,210,ROBBERY,1218 0444 0429 0344,54,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,7TH                          ST,SAN JULIAN,"(34.0407, -118.2468)",34.0407,-118.2468,POINT (-118.2468 34.0407),1126,226002,6037226002,2260.02,1128,27637228.82,21400.35992,6486597,1834346,2016,8,22,ROBBERY,STREET,STRONG-ARM,2016 08
878,160122470,9/1/16,9/1/16,2,30,1,Central,176,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0344 1218 1238 0373 2005 0416 0429 0444 1202 2004,60,M,W,101,STREET,301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,230,NA,NA,NA,7TH                          ST,SAN JULIAN,"(34.0407, -118.2468)",34.0407,-118.2468,POINT (-118.2468 34.0407),1126,226002,6037226002,2260.02,1128,27637228.82,21400.35992,6486597,1834346,2016,9,1,AGGRAVATED ASSAULT,STREET,OTHERS,2016 09
879,160123190,9/11/16,9/11/16,17,0,1,Central,185,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,30,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,NA,NA,NA,9TH                          ST,MAPLE,"(34.0395, -118.2527)",34.0395,-118.2527,POINT (-118.2527 34.0395),1126,226002,6037226002,2260.02,1128,27637228.82,21400.35992,6486597,1834346,2016,9,11,AGGRAVATED ASSAULT,SIDEWALK,STRONG-ARM,2016 09
880,161319175,9/12/16,9/12/16,12,30,13,Newton,1309,888,TRESPASSING,1218,25,F,H,203,OTHER BUSINESS,NA,,IC,Invest Cont,888,NA,NA,NA,1800 E  OLYMPIC                      BL,,"(34.0276, -118.2391)",34.0276,-118.2391,POINT (-118.2391 34.0276),1126,226002,6037226002,2260.02,1128,27637228.82,21400.35992,6486597,1834346,2016,9,12,OTHERS,OTHERS,OTHERS,2016 09
881,161319760,9/21/16,9/21/16,15,45,13,Newton,1317,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1816 0416 0334 2000 1218 1814,32,F,B,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,NA,NA,NA,HOOPER                       AV,16TH                         ST,"(34.0241, -118.2446)",34.0241,-118.2446,POINT (-118.2446 34.0241),1126,226002,6037226002,2260.02,1128,27637228.82,21400.35992,6486597,1834346,2016,9,21,AGGRAVATED ASSAULT,SIDEWALK,KNIFE,2016 09
882,161320061,9/26/16,9/26/16,8,5,13,Newton,1317,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0432 1822 1218,40,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,NA,NA,NA,1300 E  OLYMPIC                      BL,,"(34.032, -118.2441)",34.032,-118.2441,POINT (-118.2441 34.032),1126,226002,6037226002,2260.02,1128,27637228.82,21400.35992,6486597,1834346,2016,9,26,AGGRAVATED ASSAULT,DWELLING,OTHERS,2016 09
